EarName,Year,CrossType,EarFamily,EarSubFamily,EarPlantNumber,EarAllele,PollenFamily,PollenSubFamily,PollenPlantNumber,PollenPollinationNumber,PollenAllele,TrainingSet,PredictedFluor,PredictedNonFluor,PredictedTotal,PredictedTransmission,AmbiguousKernels,AmbiguousKernelPercentage,AverageEarScoreFluor,AverageEarScoreNonFluor,AverageEarScoreAll,ActualFluor,ActualNonFluor,ActualAmbiguous,ActualTotal,ActualTransmission,FluorKernelDiff,FluorKernelABSDiff,NonFluorKernelDiff,NonFluorKernelABSDiff,TotalKernelDiff,TotalKernelABSDiff,TransmissionDiff,TranmissionABSDiff,PredtoActTransmissionRatio,FluorPerDiff,NonFluorPerDiff,TotalPerDiff
A102x607-1,2021,Pollen,102,,-1,FALSE,607,,1,,R107F06,,93,101,194,47.93814433,2,1.02,0.955,0.952,0.953,88,99,2,187,47.05882353,5,5,2,2,7,7,0.8793208,0.8793208,1.018685567,0.055248619,0.02,0.036745407
A102x61-2,2021,Pollen,102,,-1,FALSE,61,,2,,R132G11,,114,136,250,45.6,2,0.794,0.982,0.946,0.962,109,128,0,237,45.99156118,5,5,8,8,13,13,-0.391561181,0.391561181,0.991486239,0.044843049,0.060606061,0.05338809
A102x61-4,2021,Pollen,102,,-1,FALSE,61,,4,,R132G11,,191,155,346,55.20231214,3,0.86,0.981,0.977,0.979,190,157,0,347,54.75504323,1,1,-2,2,-1,1,0.447268911,0.447268911,1.008168543,0.005249344,-0.012820513,-0.002886003
A102x61-5,2021,Pollen,102,,-1,FALSE,61,,5,,R132G11,,139,165,304,45.72368421,3,0.977,0.98,0.978,0.979,137,163,0,300,45.66666667,2,2,2,2,4,4,0.057017544,0.057017544,1.001248559,0.014492754,0.012195122,0.013245033
A102x61-6,2021,Pollen,102,,-1,FALSE,61,,6,,R132G11,,142,114,256,55.46875,1,0.389,0.968,0.967,0.968,135,106,1,241,56.01659751,7,7,8,8,15,15,-0.54784751,0.54784751,0.990219907,0.050541516,0.072727273,0.060362173
A102x611-3,2021,Pollen,102,,-1,FALSE,611,,3,,R113B09,,136,116,252,53.96825397,0,0,0.977,0.976,0.977,134,115,0,249,53.81526104,2,2,1,1,3,3,0.152992924,0.152992924,1.002842928,0.014814815,0.008658009,0.011976048
A102x613,2021,Pollen,102,,-1,FALSE,613,,-1,,R35C05,,51,55,106,48.11320755,2,1.852,0.92,0.95,0.935,47,52,0,99,47.47474747,4,4,3,3,7,7,0.638460072,0.638460072,1.013448414,0.081632653,0.056074766,0.068292683
A102x614-3,2021,Pollen,102,,-1,FALSE,614,,3,,R50H01,,119,110,229,51.9650655,3,1.293,0.956,0.938,0.947,113,100,0,213,53.05164319,6,6,10,10,16,16,-1.08657769,1.08657769,0.979518491,0.051724138,0.095238095,0.07239819
A102x615-2,2021,Pollen,102,,-1,FALSE,615,,2,,R37H04,,129,120,249,51.80722892,5,1.969,0.967,0.969,0.968,132,123,0,255,51.76470588,-3,3,-3,3,-6,6,0.042523033,0.042523033,1.000821468,-0.022988506,-0.024691358,-0.023809524
A102x616-1,2021,Pollen,102,,-1,FALSE,616,,1,,R23G06,,90,58,148,60.81081081,54,26.733,0.71,0.641,0.68,,,,,,,,,,,,,,,,,
A102x617-1,2021,Pollen,102,,-1,FALSE,617,,1,,R24A08,,151,183,334,45.20958084,6,1.765,0.957,0.965,0.962,160,190,0,350,45.71428571,-9,9,-7,7,-16,16,-0.504704876,0.504704876,0.988959581,-0.057877814,-0.037533512,-0.046783626
A102x617-2,2021,Pollen,102,,-1,FALSE,617,,2,,R24A08,,111,112,223,49.77578475,5,2.193,0.961,0.955,0.958,113,108,0,221,51.13122172,-2,2,4,4,2,2,-1.355436966,1.355436966,0.973491012,-0.017857143,0.036363636,0.009009009
A102x62-1_m1,2021,Pollen,102,,-1,FALSE,62,,1,m1,R92C04,,74,82,156,47.43589744,0,0,0.954,0.969,0.962,69,78,1,147,46.93877551,5,5,4,4,9,9,0.497121926,0.497121926,1.010590858,0.06993007,0.05,0.059405941
A102x62-1_m2,2021,Pollen,102,,-1,FALSE,62,,1,m2,R92C04,,182,170,352,51.70454545,2,0.565,0.978,0.966,0.972,177,168,0,345,51.30434783,5,5,2,2,7,7,0.400197628,0.400197628,1.007800462,0.027855153,0.01183432,0.020086083
A102x62-1_m3,2021,Pollen,102,,-1,FALSE,62,,1,m3,R92C04,,163,200,363,44.90358127,7,1.892,0.96,0.961,0.961,162,211,0,373,43.43163539,1,1,-11,11,-10,10,1.471945878,1.471945878,1.0338911,0.006153846,-0.053527981,-0.027173913
A102x62-2,2021,Pollen,102,,-1,FALSE,62,,2,,R92C04,,135,166,301,44.85049834,5,1.634,0.976,0.966,0.971,134,170,1,304,44.07894737,1,1,-4,4,-3,3,0.77155097,0.77155097,1.017503843,0.007434944,-0.023809524,-0.009917355
A102x62-3,2021,Pollen,102,,-1,FALSE,62,,3,,R92C04,,184,161,345,53.33333333,13,3.631,0.945,0.923,0.935,178,183,0,361,49.30747922,6,6,-22,22,-16,16,4.025854109,4.025854109,1.08164794,0.033149171,-0.127906977,-0.045325779
A102x62-6,2021,Pollen,102,,-1,FALSE,62,,6,,R92C04,,166,205,371,44.74393531,2,0.536,0.98,0.97,0.975,159,201,1,360,44.16666667,7,7,4,4,11,11,0.577268643,0.577268643,1.013070233,0.043076923,0.019704433,0.030095759
A102x62-7,2021,Pollen,102,,-1,FALSE,62,,7,,R92C04,,146,101,247,59.10931174,4,1.594,0.952,0.933,0.944,140,98,0,238,58.82352941,6,6,3,3,9,9,0.285782329,0.285782329,1.0048583,0.041958042,0.030150754,0.037113402
A102x62-8,2021,Pollen,102,,-1,FALSE,62,,8,,R92C04,,201,189,390,51.53846154,3,0.763,0.985,0.975,0.98,202,192,1,394,51.26903553,-1,1,-3,3,-4,4,0.269426005,0.269426005,1.005255141,-0.004962779,-0.015748031,-0.010204082
A102x623-2,2021,Pollen,102,,-1,FALSE,623,,2,,R23F05,,121,105,226,53.53982301,1,0.441,0.962,0.958,0.96,110,105,0,215,51.1627907,11,11,0,0,11,11,2.377032311,2.377032311,1.046460177,0.095238095,0,0.049886621
A102x624-1,2021,Pollen,102,,-1,FALSE,624,,1,,R92C01,,98,113,211,46.44549763,8,3.653,0.925,0.928,0.927,92,115,0,207,44.44444444,6,6,-2,2,4,4,2.001053186,2.001053186,1.045023697,0.063157895,-0.01754386,0.019138756
A102x625-1,2021,Pollen,102,,-1,FALSE,625,,1,,R47E10,,144,135,279,51.61290323,5,1.761,0.959,0.959,0.959,141,135,0,276,51.08695652,3,3,0,0,3,3,0.525946704,0.525946704,1.010295127,0.021052632,0,0.010810811
A102x626-1,2021,Pollen,102,,-1,FALSE,626,,1,,R55G09,,226,14,240,94.16666667,6,2.439,0.97,0.783,0.955,216,22,0,238,90.75630252,10,10,-8,8,2,2,3.410364146,3.410364146,1.03757716,0.045248869,-0.444444444,0.008368201
A102x628-1,2021,Pollen,102,,-1,FALSE,628,,1,,R90F09,,195,183,378,51.58730159,4,1.047,0.968,0.952,0.961,196,189,1,385,50.90909091,-1,1,-6,6,-7,7,0.678210678,0.678210678,1.013321995,-0.00511509,-0.032258065,-0.018348624
A102x629-2,2021,Pollen,102,,-1,FALSE,629,,2,,R136E04,,36,258,294,12.24489796,10,3.289,0.885,0.959,0.948,36,267,0,303,11.88118812,0,0,-9,9,-9,9,0.36370984,0.36370984,1.030612245,0,-0.034285714,-0.030150754
A102x63-1,2021,Pollen,102,,-1,FALSE,63,,1,,R78B01,,202,181,383,52.74151436,4,1.034,0.974,0.976,0.975,201,191,0,392,51.2755102,1,1,-10,10,-9,9,1.466004156,1.466004156,1.028590728,0.004962779,-0.053763441,-0.023225806
A102x63-2,2021,Pollen,102,,-1,FALSE,63,,2,,R78B01,,190,174,364,52.1978022,1,0.274,0.988,0.98,0.984,190,175,1,365,52.05479452,0,0,-1,1,-1,1,0.143007677,0.143007677,1.002747253,0,-0.005730659,-0.002743484
A102x63-3,2021,Pollen,102,,-1,FALSE,63,,3,,R78B01,,198,134,332,59.63855422,1,0.3,0.989,0.982,0.986,197,133,0,330,59.6969697,1,1,1,1,2,2,-0.05841548,0.05841548,0.999021467,0.005063291,0.007490637,0.006042296
A102x63-4,2021,Pollen,102,,-1,FALSE,63,,4,,R78B01,,201,164,365,55.06849315,2,0.545,0.979,0.972,0.976,193,166,3,359,53.76044568,8,8,-2,2,6,6,1.308047468,1.308047468,1.024331038,0.040609137,-0.012121212,0.016574586
A102x63-5,2021,Pollen,102,,-1,FALSE,63,,5,,R78B01,,221,167,388,56.95876289,2,0.513,0.983,0.979,0.981,224,170,1,394,56.85279188,-3,3,-3,3,-6,6,0.105971008,0.105971008,1.001863954,-0.013483146,-0.017804154,-0.015345269
A102x63-7,2021,Pollen,102,,-1,FALSE,63,,7,,R78B01,,247,165,412,59.95145631,1,0.242,0.98,0.974,0.977,238,164,1,402,59.2039801,9,9,1,1,10,10,0.747476211,0.747476211,1.012625439,0.037113402,0.006079027,0.024570025
A102x630-2,2021,Pollen,102,,-1,FALSE,630,,2,,R45E01,,129,190,319,40.43887147,17,5.06,0.911,0.925,0.919,159,187,0,346,45.95375723,-30,30,3,3,-27,27,-5.514885752,5.514885752,0.879990536,-0.208333333,0.015915119,-0.081203008
A102x631-2,2021,Pollen,102,,-1,FALSE,631,,2,,R118F07,,141,136,277,50.90252708,4,1.423,0.971,0.97,0.971,143,138,0,281,50.88967972,-2,2,-2,2,-4,4,0.012847361,0.012847361,1.000252455,-0.014084507,-0.01459854,-0.014336918
A102x631-3,2021,Pollen,102,,-1,FALSE,631,,3,,R118F07,,158,178,336,47.02380952,8,2.326,0.953,0.952,0.953,168,183,0,351,47.86324786,-10,10,-5,5,-15,15,-0.839438339,0.839438339,0.982461735,-0.061349693,-0.027700831,-0.043668122
A102x632-2,2021,Pollen,102,,-1,FALSE,632,,2,,R124D09,,37,48,85,43.52941176,3,3.409,0.959,0.92,0.937,,,,,,,,,,,,,,,,,
A102x633-1,2021,Pollen,102,,-1,FALSE,633,,1,,R111D01,,135,6,141,95.74468085,3,2.083,0.97,0.627,0.949,,,,,,,,,,,,,,,,,
A102x634-1,2021,Pollen,102,,-1,FALSE,634,,1,,R107D01,,193,198,391,49.36061381,8,2.005,0.967,0.957,0.962,,,,,,,,,,,,,,,,,
A102x634-1_m2,2021,Pollen,102,,-1,FALSE,634,,1,m2,R107D01,,188,167,355,52.95774648,9,2.473,0.957,0.957,0.957,,,,,,,,,,,,,,,,,
A102x634-1_m3,2021,Pollen,102,,-1,FALSE,634,,1,m3,R107D01,,117,126,243,48.14814815,6,2.41,0.935,0.911,0.923,,,,,,,,,,,,,,,,,
A102x635-1,2021,Pollen,102,,-1,FALSE,635,,1,,R56G06,,55,112,167,32.93413174,12,6.704,0.855,0.894,0.88,,,,,,,,,,,,,,,,,
A102x636-1,2021,Pollen,102,,-1,FALSE,636,,1,,R187E01,,109,110,219,49.7716895,1,0.455,0.963,0.974,0.969,,,,,,,,,,,,,,,,,
A102x639-1,2021,Pollen,102,,-1,FALSE,639,,1,,R112E11,,49,37,86,56.97674419,0,0,0.977,0.911,0.948,,,,,,,,,,,,,,,,,
A102x64-1,2021,Pollen,102,,-1,FALSE,64,,1,,R02B06,,168,192,360,46.66666667,1,0.277,0.986,0.985,0.985,165,194,2,359,45.96100279,3,3,-2,2,1,1,0.705663881,0.705663881,1.015353535,0.018018018,-0.010362694,0.002781641
A102x64-2,2021,Pollen,102,,-1,FALSE,64,,2,,R02B06,,144,164,308,46.75324675,3,0.965,0.984,0.967,0.975,143,166,0,309,46.27831715,1,1,-2,2,-1,1,0.474929601,0.474929601,1.010262465,0.006968641,-0.012121212,-0.003241491
A102x644-1,2021,Pollen,102,,-1,FALSE,644,,1,,R81H06,,97,127,224,43.30357143,9,3.863,0.931,0.923,0.927,,,,,,,,,,,,,,,,,
A102x649-3,2021,Pollen,102,,-1,FALSE,649,,3,,R73E11,,155,168,323,47.9876161,19,5.556,0.93,0.916,0.923,,,,,,,,,,,,,,,,,
A102x65-1,2021,Pollen,102,,-1,FALSE,65,,1,,R111G02,,151,159,310,48.70967742,1,0.322,0.974,0.943,0.958,145,149,1,294,49.31972789,6,6,10,10,16,16,-0.610050472,0.610050472,0.987630701,0.040540541,0.064935065,0.052980132
A102x65-2,2021,Pollen,102,,-1,FALSE,65,,2,,R111G02,,192,167,359,53.48189415,7,1.913,0.971,0.962,0.967,192,175,0,367,52.31607629,0,0,-8,8,-8,8,1.165817856,1.165817856,1.022284123,0,-0.046783626,-0.022038567
A102x65-3,2021,Pollen,102,,-1,FALSE,65,,3,,R111G02,,219,180,399,54.88721805,48,10.738,0.895,0.869,0.883,211,236,3,447,47.20357942,8,8,-56,56,-48,48,7.683638627,7.683638627,1.16277661,0.037209302,-0.269230769,-0.113475177
A102x65-7,2021,Pollen,102,,-1,FALSE,65,,7,,R111G02,,155,211,366,42.34972678,6,1.613,0.973,0.963,0.967,156,217,2,373,41.8230563,-1,1,-6,6,-7,7,0.526670476,0.526670476,1.012592826,-0.006430868,-0.028037383,-0.01894452
A102x66-3,2021,Pollen,102,,-1,FALSE,66,,3,,R150G12,,167,181,348,47.98850575,0,0,0.988,0.978,0.983,165,179,0,344,47.96511628,2,2,2,2,4,4,0.023389468,0.023389468,1.000487635,0.012048193,0.011111111,0.011560694
A102x66-4,2021,Pollen,102,,-1,FALSE,66,,4,,R150G12,,181,189,370,48.91891892,4,1.07,0.978,0.975,0.976,181,196,1,377,48.01061008,0,0,-7,7,-7,7,0.908308839,0.908308839,1.018918919,0,-0.036363636,-0.018741633
A102x66-5,2021,Pollen,102,,-1,FALSE,66,,5,,R150G12,,179,168,347,51.58501441,2,0.573,0.984,0.963,0.974,175,168,1,343,51.02040816,4,4,0,0,4,4,0.564606246,0.564606246,1.011066282,0.02259887,0,0.011594203
A102x68-2,2021,Pollen,102,,-1,FALSE,68,,2,,R124C05,,177,137,314,56.36942675,26,7.647,0.907,0.891,0.9,171,159,3,330,51.81818182,6,6,-22,22,-16,16,4.551244933,4.551244933,1.087831043,0.034482759,-0.148648649,-0.049689441
A102x68-4,2021,Pollen,102,,-1,FALSE,68,,4,,R124C05,,211,216,427,49.41451991,1,0.234,0.987,0.983,0.985,209,221,2,430,48.60465116,2,2,-5,5,-3,3,0.809868744,0.809868744,1.016662371,0.00952381,-0.022883295,-0.007001167
A102x68-5,2021,Pollen,102,,-1,FALSE,68,,5,,R124C05,,110,131,241,45.64315353,1,0.413,0.942,0.961,0.952,99,127,0,226,43.80530973,11,11,4,4,15,15,1.837843792,1.837843792,1.041954818,0.105263158,0.031007752,0.064239829
A102x68-6,2021,Pollen,102,,-1,FALSE,68,,6,,R124C05,,167,161,328,50.91463415,6,1.796,0.968,0.961,0.965,163,167,6,330,49.39393939,4,4,-6,6,-2,2,1.520694752,1.520694752,1.030787072,0.024242424,-0.036585366,-0.006079027
A102x68-7,2021,Pollen,102,,-1,FALSE,68,,7,,R124C05,,212,202,414,51.20772947,14,3.271,0.942,0.943,0.942,215,225,0,440,48.86363636,-3,3,-23,23,-26,26,2.344093105,2.344093105,1.047972138,-0.014051522,-0.107728337,-0.06088993
A102x68-8,2021,Pollen,102,,-1,FALSE,68,,8,,R124C05,,155,163,318,48.74213836,6,1.852,0.975,0.964,0.969,155,170,2,325,47.69230769,0,0,-7,7,-7,7,1.049830672,1.049830672,1.022012579,0,-0.042042042,-0.021772939
A102x69-2,2021,Pollen,102,,-1,FALSE,69,,2,,R80B03,,179,152,331,54.07854985,5,1.488,0.967,0.949,0.958,174,150,3,324,53.7037037,5,5,2,2,7,7,0.374846145,0.374846145,1.006979894,0.028328612,0.013245033,0.021374046
A102x69-3,2021,Pollen,102,,-1,FALSE,69,,3,,R80B03,,132,145,277,47.6534296,1,0.36,0.977,0.979,0.978,128,145,2,273,46.88644689,4,4,0,0,4,4,0.766982716,0.766982716,1.016358303,0.030769231,0,0.014545455
A102x69-4_m1,2021,Pollen,102,,-1,FALSE,69,,4,m1,R80B03,,176,148,324,54.32098765,1,0.308,0.972,0.968,0.971,165,146,2,311,53.05466238,11,11,2,2,13,13,1.266325275,1.266325275,1.023868313,0.064516129,0.013605442,0.040944882
A102x69-4_m2,2021,Pollen,102,,-1,FALSE,69,,4,m2,R80B03,,181,129,310,58.38709677,26,7.738,0.911,0.907,0.909,174,160,0,334,52.09580838,7,7,-31,31,-24,24,6.291288391,6.291288391,1.120763812,0.03943662,-0.214532872,-0.074534161
A102x69-6,2021,Pollen,102,,-1,FALSE,69,,6,,R80B03,,196,174,370,52.97297297,10,2.632,0.958,0.944,0.951,194,184,4,378,51.32275132,2,2,-10,10,-8,8,1.65022165,1.65022165,1.032153803,0.01025641,-0.055865922,-0.021390374
A102x70-1,2021,Pollen,102,,-1,FALSE,70,,1,,R161H06,,183,158,341,53.66568915,5,1.445,0.973,0.963,0.968,181,162,1,343,52.7696793,2,2,-4,4,-2,2,0.896009849,0.896009849,1.016979634,0.010989011,-0.025,-0.005847953
A102x70-2,2021,Pollen,102,,-1,FALSE,70,,2,,R161H06,,157,125,282,55.67375887,17,5.686,0.896,0.905,0.9,148,135,2,283,52.29681979,9,9,-10,10,-1,1,3.376939077,3.376939077,1.064572551,0.059016393,-0.076923077,-0.003539823
A102x70-3,2021,Pollen,102,,-1,FALSE,70,,3,,R161H06,,196,163,359,54.59610028,10,2.71,0.961,0.957,0.959,197,172,0,369,53.38753388,-1,1,-9,9,-10,10,1.208566403,1.208566403,1.022637614,-0.005089059,-0.053731343,-0.027472527
A102x70-4,2021,Pollen,102,,-1,FALSE,70,,4,,R161H06,,179,162,341,52.49266862,14,3.944,0.946,0.94,0.943,174,177,2,351,49.57264957,5,5,-15,15,-10,10,2.920019049,2.920019049,1.058903833,0.028328612,-0.088495575,-0.028901734
A102x70-5,2021,Pollen,102,,-1,FALSE,70,,5,,R161H06,,154,166,320,48.125,3,0.929,0.977,0.962,0.969,152,168,1,320,47.5,2,2,-2,2,0,0,0.625,0.625,1.013157895,0.013071895,-0.011976048,0
A102x71-1,2021,Pollen,102,,-1,FALSE,71,,1,,R77H05,,211,146,357,59.10364146,3,0.833,0.981,0.965,0.974,206,145,0,351,58.68945869,5,5,1,1,6,6,0.414182767,0.414182767,1.007057192,0.023980815,0.006872852,0.016949153
A102x71-2,2021,Pollen,102,,-1,FALSE,71,,2,,R77H05,,111,150,261,42.52873563,1,0.382,0.969,0.96,0.964,106,140,2,246,43.08943089,5,5,10,10,15,15,-0.560695262,0.560695262,0.986987638,0.046082949,0.068965517,0.059171598
A102x71-3,2021,Pollen,102,,-1,FALSE,71,,3,,R77H05,,164,168,332,49.39759036,13,3.768,0.954,0.926,0.94,158,181,3,339,46.60766962,6,6,-13,13,-7,7,2.789920745,2.789920745,1.059859692,0.037267081,-0.074498567,-0.020864382
A102x71-4,2021,Pollen,102,,-1,FALSE,71,,4,,R77H05,,105,83,188,55.85106383,1,0.529,0.958,0.976,0.966,97,79,2,176,55.11363636,8,8,4,4,12,12,0.737427466,0.737427466,1.013380127,0.079207921,0.049382716,0.065934066
A102x71-6,2021,Pollen,102,,-1,FALSE,71,,6,,R77H05,,199,179,378,52.64550265,4,1.047,0.98,0.972,0.976,201,186,3,387,51.9379845,-2,2,-7,7,-9,9,0.707518149,0.707518149,1.013622364,-0.01,-0.038356164,-0.023529412
A102x72-3,2021,Pollen,102,,-1,FALSE,72,,3,,R126H08,,27,210,237,11.39240506,54,18.557,0.591,0.849,0.788,17,259,2,276,6.15942029,10,10,-49,49,-39,39,5.232984773,5.232984773,1.849590469,0.454545455,-0.208955224,-0.152046784
A102x72-4,2021,Pollen,102,,-1,FALSE,72,,4,,R126H08,,78,184,262,29.77099237,67,20.365,0.719,0.824,0.785,57,294,4,351,16.23931624,21,21,-110,110,-89,89,13.53167613,13.53167613,1.833266372,0.311111111,-0.460251046,-0.290375204
A102x72-6,2021,Pollen,102,,-1,FALSE,72,,6,,R126H08,,82,256,338,24.26035503,18,5.056,0.875,0.945,0.926,77,278,1,355,21.69014085,5,5,-22,22,-17,17,2.570214185,2.570214185,1.118496888,0.062893082,-0.082397004,-0.049062049
A102x72-7,2021,Pollen,102,,-1,FALSE,72,,7,,R126H08,,152,184,336,45.23809524,15,4.274,0.942,0.934,0.937,160,193,7,353,45.32577904,-8,8,-9,9,-17,17,-0.087683799,0.087683799,0.998065476,-0.051282051,-0.047745358,-0.04934688
A102x73-2,2021,Pollen,102,,-1,FALSE,73,,2,,R124H03,,149,182,331,45.01510574,3,0.898,0.981,0.96,0.969,148,181,4,329,44.98480243,1,1,1,1,2,2,0.030303309,0.030303309,1.000673634,0.006734007,0.005509642,0.006060606
A102x73-3,2021,Pollen,102,,-1,FALSE,73,,3,,R124H03,,148,186,334,44.31137725,9,2.624,0.96,0.941,0.949,147,194,11,341,43.1085044,1,1,-8,8,-7,7,1.202872847,1.202872847,1.027903377,0.006779661,-0.042105263,-0.020740741
A102x73-4,2021,Pollen,102,,-1,FALSE,73,,4,,R124H03,,149,140,289,51.55709343,27,8.544,0.888,0.886,0.887,145,169,4,314,46.17834395,4,4,-29,29,-25,25,5.378749477,5.378749477,1.116477747,0.027210884,-0.187702265,-0.08291874
A102x73-6,2021,Pollen,102,,-1,FALSE,73,,6,,R124H03,,157,195,352,44.60227273,9,2.493,0.952,0.951,0.951,154,209,1,363,42.42424242,3,3,-14,14,-11,11,2.178030303,2.178030303,1.051339286,0.019292605,-0.069306931,-0.030769231
A102x74-2,2021,Pollen,102,,-1,FALSE,74,,2,,R93C03,,211,198,409,51.58924205,30,6.834,0.906,0.889,0.898,208,241,5,449,46.32516704,3,3,-43,43,-40,40,5.264075016,5.264075016,1.113633158,0.014319809,-0.195899772,-0.093240093
A102x74-3,2021,Pollen,102,,-1,FALSE,74,,3,,R93C03,,162,191,353,45.89235127,18,4.852,0.928,0.913,0.92,161,208,2,369,43.63143631,1,1,-17,17,-16,16,2.26091496,2.26091496,1.051818486,0.00619195,-0.085213033,-0.04432133
A102x74-5,2021,Pollen,102,,-1,FALSE,74,,5,,R93C03,,176,205,381,46.19422572,10,2.558,0.958,0.967,0.963,175,213,7,388,45.10309278,1,1,-8,8,-7,7,1.091132938,1.091132938,1.024191976,0.005698006,-0.038277512,-0.018205462
A102x74-7,2021,Pollen,102,,-1,FALSE,74,,7,,R93C03,,220,218,438,50.2283105,12,2.667,0.955,0.951,0.953,223,229,2,452,49.33628319,-3,3,-11,11,-14,14,0.892027316,0.892027316,1.018080554,-0.013544018,-0.049217002,-0.031460674
A102x75-4,2021,Pollen,102,,-1,FALSE,75,,4,,R175H06,,166,215,381,43.56955381,13,3.299,0.943,0.942,0.943,159,229,1,388,40.97938144,7,7,-14,14,-7,7,2.590172362,2.590172362,1.063206722,0.043076923,-0.063063063,-0.018205462
A102x75-5,2021,Pollen,102,,-1,FALSE,75,,5,,R175H06,,114,122,236,48.30508475,6,2.479,0.962,0.932,0.947,112,116,0,228,49.12280702,2,2,6,6,8,8,-0.817722272,0.817722272,0.983353511,0.017699115,0.050420168,0.034482759
A102x75-8,2021,Pollen,102,,-1,FALSE,75,,8,,R175H06,,196,191,387,50.64599483,5,1.276,0.972,0.957,0.965,193,194,4,387,49.87080103,3,3,-3,3,0,0,0.775193798,0.775193798,1.015544041,0.015424165,-0.015584416,0
A102x76-1,2021,Pollen,102,,-1,FALSE,76,,1,,R74F05,,190,184,374,50.80213904,5,1.319,0.98,0.978,0.979,192,193,2,385,49.87012987,-2,2,-9,9,-11,11,0.932009167,0.932009167,1.018688725,-0.010471204,-0.047745358,-0.028985507
A102x76-5,2021,Pollen,102,,-1,FALSE,76,,5,,R74F05,,93,116,209,44.49760766,2,0.948,0.967,0.936,0.95,86,109,2,195,44.1025641,7,7,7,7,14,14,0.395043553,0.395043553,1.008957383,0.078212291,0.062222222,0.069306931
A102x76-6,2021,Pollen,102,,-1,FALSE,76,,6,,R74F05,,185,206,391,47.31457801,15,3.695,0.943,0.933,0.937,177,218,5,395,44.81012658,8,8,-12,12,-4,4,2.504451423,2.504451423,1.0558903,0.044198895,-0.056603774,-0.010178117
A102x76-7,2021,Pollen,102,,-1,FALSE,76,,7,,R74F05,,163,173,336,48.51190476,0,0,0.987,0.968,0.977,156,162,3,318,49.05660377,7,7,11,11,18,18,-0.544699012,0.544699012,0.98889652,0.043887147,0.065671642,0.055045872
A102x77-1,2021,Pollen,102,,-1,FALSE,77,,1,,R114E05,,144,147,291,49.48453608,1,0.342,0.974,0.95,0.962,137,139,2,276,49.63768116,7,7,8,8,15,15,-0.153145077,0.153145077,0.996914742,0.049822064,0.055944056,0.052910053
A102x77-2,2021,Pollen,102,,-1,FALSE,77,,2,,R114E05,,233,212,445,52.35955056,2,0.447,0.989,0.973,0.981,233,219,2,452,51.54867257,0,0,-7,7,-7,7,0.810877995,0.810877995,1.015730337,0,-0.032482599,-0.015607581
A102x77-3,2021,Pollen,102,,-1,FALSE,77,,3,,R114E05,,132,153,285,46.31578947,0,0,0.973,0.96,0.966,126,146,0,272,46.32352941,6,6,7,7,13,13,-0.007739938,0.007739938,0.999832916,0.046511628,0.046822742,0.046678636
A102x77-5,2021,Pollen,102,,-1,FALSE,77,,5,,R114E05,,154,192,346,44.50867052,1,0.288,0.989,0.977,0.982,151,191,0,342,44.15204678,3,3,1,1,4,4,0.356623737,0.356623737,1.008077173,0.019672131,0.005221932,0.011627907
A102x77-6,2021,Pollen,102,,-1,FALSE,77,,6,,R114E05,,127,187,314,40.44585987,0,0,0.989,0.985,0.986,125,186,1,311,40.19292605,2,2,1,1,3,3,0.252933828,0.252933828,1.006292994,0.015873016,0.00536193,0.0096
A102x78-2,2021,Pollen,102,,-1,FALSE,78,,2,,R187H03,,168,150,318,52.83018868,2,0.625,0.984,0.981,0.982,168,152,0,320,52.5,0,0,-2,2,-2,2,0.330188679,0.330188679,1.006289308,0,-0.013245033,-0.006269592
A102x78-4,2021,Pollen,102,,-1,FALSE,78,,4,,R187H03,,134,119,253,52.96442688,7,2.692,0.949,0.899,0.926,128,122,0,250,51.2,6,6,-3,3,3,3,1.764426877,1.764426877,1.034461462,0.045801527,-0.024896266,0.011928429
A102x78-6,2021,Pollen,102,,-1,FALSE,78,,6,,R187H03,,166,165,331,50.1510574,1,0.301,0.989,0.985,0.987,167,167,0,334,50,-1,1,-2,2,-3,3,0.151057402,0.151057402,1.003021148,-0.006006006,-0.012048193,-0.009022556
A102x79-1,2021,Pollen,102,,-1,FALSE,79,,1,,R139D08,,240,145,385,62.33766234,1,0.259,0.987,0.975,0.982,240,147,1,387,62.01550388,0,0,-2,2,-2,2,0.322158462,0.322158462,1.005194805,0,-0.01369863,-0.005181347
A102x79-2,2021,Pollen,102,,-1,FALSE,79,,2,,R139D08,,160,105,265,60.37735849,0,0,0.957,0.972,0.963,149,103,0,252,59.12698413,11,11,2,2,13,13,1.250374364,1.250374364,1.021147271,0.071197411,0.019230769,0.050290135
A102x79-3,2021,Pollen,102,,-1,FALSE,79,,3,,R139D08,,195,145,340,57.35294118,2,0.585,0.983,0.967,0.976,192,143,0,335,57.31343284,3,3,2,2,5,5,0.039508341,0.039508341,1.000689338,0.015503876,0.013888889,0.014814815
A102x79-7,2021,Pollen,102,,-1,FALSE,79,,7,,R139D08,,241,172,413,58.3535109,4,0.959,0.971,0.959,0.966,236,179,1,415,56.86746988,5,5,-7,7,-2,2,1.486041016,1.486041016,1.026131653,0.020964361,-0.03988604,-0.004830918
A102x80-2,2021,Pollen,102,,-1,FALSE,80,,2,,R134A03,,225,172,397,56.67506297,17,4.106,0.946,0.935,0.941,225,193,0,418,53.8277512,0,0,-21,21,-21,21,2.847311776,2.847311776,1.052896725,0,-0.115068493,-0.051533742
