EarName,Year,CrossType,EarFamily,EarSubFamily,EarPlantNumber,EarAllele,PollenFamily,PollenSubFamily,PollenPlantNumber,PollenPollinationNumber,PollenAllele,TrainingSet,PredictedFluor,PredictedNonFluor,PredictedTotal,PredictedTransmission,AmbiguousKernels,AmbiguousKernelPercentage,AverageEarScoreFluor,AverageEarScoreNonFluor,AverageEarScoreAll,ActualFluor,ActualNonFluor,ActualAmbiguous,ActualTotal,ActualTransmission,FluorKernelDiff,FluorKernelABSDiff,NonFluorKernelDiff,NonFluorKernelABSDiff,TotalKernelDiff,TotalKernelABSDiff,TransmissionDiff,TranmissionABSDiff,PredtoActTransmissionRatio,FluorPerDiff,NonFluorPerDiff,TotalPerDiff
A10-1x102,2021,Ear,10,,1,R84A12,102,,-1,,FALSE,,148,98,246,60.16260163,1,0.405,0.96,0.95,0.956,136,90,2,226,60.17699115,12,12,8,8,20,20,-0.014389524,0.014389524,0.99976088,0.084507042,0.085106383,0.084745763
A10-3x@,2021,Other,10,,3,FALSE,-1,,-1,,FALSE,,124,78,202,61.38613861,1,0.493,0.991,0.98,0.987,,,,,,,,,,,,,,,,,
A10-4x102,2021,Ear,10,,4,R84A12,102,,-1,,FALSE,,92,72,164,56.09756098,0,0,0.963,0.975,0.969,79,68,2,147,53.7414966,13,13,4,4,17,17,2.356064377,2.356064377,1.043840692,0.152046784,0.057142857,0.109324759
A10-7x102,2021,Ear,10,,7,R84A12,102,,-1,,FALSE,,195,165,360,54.16666667,0,0,0.992,0.972,0.983,,,,,,,,,,,,,,,,,
A10-7x102_new,2021,Ear,10,,7,R84A12,102,,-1,,FALSE,,197,181,378,52.11640212,1,0.264,0.994,0.988,0.991,197,186,5,383,51.43603133,0,0,-5,5,-5,5,0.680370785,0.680370785,1.013227513,0,-0.027247956,-0.013140604
A102Ex229-2,2021,Pollen,102,E,-1,FALSE,229,,2,,R114B05,,141,191,332,42.46987952,13,3.768,0.924,0.952,0.94,170,187,0,357,47.61904762,-29,29,4,4,-25,25,-5.149168101,5.149168101,0.89186747,-0.186495177,0.021164021,-0.07256894
A102Ex229-3,2021,Pollen,102,E,-1,FALSE,229,,3,,R114B05,,158,210,368,42.93478261,27,6.835,0.893,0.917,0.907,221,195,0,416,53.125,-63,63,15,15,-48,48,-10.19021739,10.19021739,0.808184143,-0.332453826,0.074074074,-0.12244898
A102Ex229-6,2021,Pollen,102,E,-1,FALSE,229,,6,,R114B05,,184,202,386,47.66839378,4,1.026,0.978,0.977,0.978,190,204,2,394,48.22335025,-6,6,-2,2,-8,8,-0.554956471,0.554956471,0.988491955,-0.032085561,-0.009852217,-0.020512821
A102Ex229-7,2021,Pollen,102,E,-1,FALSE,229,,7,,R114B05,,107,119,226,47.34513274,5,2.165,0.948,0.963,0.956,108,120,0,228,47.36842105,-1,1,-1,1,-2,2,-0.023288309,0.023288309,0.999508358,-0.009302326,-0.008368201,-0.008810573
A102x200-1,2021,Pollen,102,,-1,FALSE,200,,1,,R111F12,,167,149,316,52.84810127,18,5.389,0.932,0.922,0.927,169,177,0,346,48.84393064,-2,2,-28,28,-30,30,4.00417063,4.00417063,1.081978878,-0.011904762,-0.171779141,-0.090634441
A102x200-2,2021,Pollen,102,,-1,FALSE,200,,2,,R111F12,,155,130,285,54.38596491,10,3.39,0.95,0.953,0.951,164,150,0,314,52.22929936,-9,9,-20,20,-29,29,2.156665549,2.156665549,1.041292255,-0.056426332,-0.142857143,-0.096828047
A102x200-4,2021,Pollen,102,,-1,FALSE,200,,4,,R111F12,,157,146,303,51.81518152,0,0,0.987,0.984,0.985,164,155,0,319,51.41065831,-7,7,-9,9,-16,16,0.404523211,0.404523211,1.00786847,-0.043613707,-0.059800664,-0.051446945
A102x201-1,2021,Pollen,102,,-1,FALSE,201,,1,,R117B05,,129,119,248,52.01612903,1,0.402,0.98,0.967,0.974,137,116,0,253,54.15019763,-8,8,3,3,-5,5,-2.134068596,2.134068596,0.960589828,-0.060150376,0.025531915,-0.01996008
A102x201-2,2021,Pollen,102,,-1,FALSE,201,,2,,R117B05,,204,144,348,58.62068966,1,0.287,0.979,0.954,0.969,217,163,0,380,57.10526316,-13,13,-19,19,-32,32,1.515426497,1.515426497,1.026537423,-0.06175772,-0.123778502,-0.087912088
A102x201-3,2021,Pollen,102,,-1,FALSE,201,,3,,R117B05,,174,158,332,52.40963855,0,0,0.987,0.979,0.983,180,176,0,356,50.56179775,-6,6,-18,18,-24,24,1.847840801,1.847840801,1.036546185,-0.033898305,-0.107784431,-0.069767442
A102x201-4,2021,Pollen,102,,-1,FALSE,201,,4,,R117B05,,145,159,304,47.69736842,0,0,0.977,0.99,0.984,148,170,0,318,46.5408805,-3,3,-11,11,-14,14,1.156487918,1.156487918,1.024848862,-0.020477816,-0.066869301,-0.045016077
A102x202-1,2021,Pollen,102,,-1,FALSE,202,,1,,R125E04,,183,150,333,54.95495495,0,0,0.989,0.992,0.991,186,164,0,350,53.14285714,-3,3,-14,14,-17,17,1.812097812,1.812097812,1.034098615,-0.016260163,-0.089171975,-0.049780381
A102x202-2,2021,Pollen,102,,-1,FALSE,202,,2,,R125E04,,81,79,160,50.625,0,0,0.974,0.965,0.969,77,72,1,149,51.67785235,4,4,7,7,11,11,-1.052852349,1.052852349,0.979626623,0.050632911,0.092715232,0.071197411
A102x202-3,2021,Pollen,102,,-1,FALSE,202,,3,,R125E04,,157,147,304,51.64473684,0,0,0.991,0.989,0.99,160,153,0,313,51.11821086,-3,3,-6,6,-9,9,0.526525979,0.526525979,1.010300164,-0.018927445,-0.04,-0.02917342
A102x202-4,2021,Pollen,102,,-1,FALSE,202,,4,,R125E04,,144,162,306,47.05882353,0,0,0.987,0.968,0.977,148,181,0,329,44.98480243,-4,4,-19,19,-23,23,2.074021098,2.074021098,1.046104928,-0.02739726,-0.110787172,-0.072440945
A102x202-5_new,2021,Pollen,102,,-1,FALSE,202,,5,,R125E04,,179,193,372,48.11827957,6,1.587,0.98,0.965,0.972,180,197,0,377,47.74535809,-1,1,-4,4,-5,5,0.37292148,0.37292148,1.007810633,-0.005571031,-0.020512821,-0.013351135
A102x202-6,2021,Pollen,102,,-1,FALSE,202,,6,,R125E04,,138,114,252,54.76190476,0,0,0.991,0.985,0.988,144,140,0,284,50.70422535,-6,6,-26,26,-32,32,4.05767941,4.05767941,1.080026455,-0.042553191,-0.204724409,-0.119402985
A102x203-1,2021,Pollen,102,,-1,FALSE,203,,1,,R167H12,,139,129,268,51.86567164,1,0.372,0.982,0.965,0.974,145,140,0,285,50.87719298,-6,6,-11,11,-17,17,0.988478659,0.988478659,1.019428718,-0.042253521,-0.081784387,-0.061482821
A102x203-2,2021,Pollen,102,,-1,FALSE,203,,2,,R167H12,,132,147,279,47.31182796,0,0,0.991,0.982,0.986,133,158,0,291,45.70446735,-1,1,-11,11,-12,12,1.607360603,1.607360603,1.035168567,-0.00754717,-0.072131148,-0.042105263
A102x203-3_new,2021,Pollen,102,,-1,FALSE,203,,3,,R167H12,,71,86,157,45.22292994,0,0,0.976,0.933,0.952,69,76,0,145,47.5862069,2,2,10,10,12,12,-2.36327696,2.36327696,0.950336933,0.028571429,0.12345679,0.079470199
A102x203-4,2021,Pollen,102,,-1,FALSE,203,,4,,R167H12,,150,152,302,49.66887417,1,0.33,0.982,0.973,0.977,160,172,0,332,48.19277108,-10,10,-20,20,-30,30,1.476103088,1.476103088,1.030629139,-0.064516129,-0.12345679,-0.094637224
A102x203-5,2021,Pollen,102,,-1,FALSE,203,,5,,R167H12,,103,118,221,46.60633484,2,0.897,0.957,0.96,0.959,99,112,0,211,46.91943128,4,4,6,6,10,10,-0.313096438,0.313096438,0.993326935,0.03960396,0.052173913,0.046296296
A102x203-6,2021,Pollen,102,,-1,FALSE,203,,6,,R167H12,,115,122,237,48.52320675,3,1.25,0.956,0.959,0.957,111,114,0,225,49.33333333,4,4,8,8,12,12,-0.810126582,0.810126582,0.983578515,0.03539823,0.06779661,0.051948052
A102x204-1,2021,Pollen,102,,-1,FALSE,204,,1,,R103C03,,155,174,329,47.11246201,0,0,0.991,0.994,0.992,159,178,2,337,47.1810089,-4,4,-4,4,-8,8,-0.068546896,0.068546896,0.998547151,-0.025477707,-0.022727273,-0.024024024
A102x204-2,2021,Pollen,102,,-1,FALSE,204,,2,,R103C03,,132,181,313,42.17252396,4,1.262,0.962,0.968,0.965,133,182,3,315,42.22222222,-1,1,-1,1,-2,2,-0.049698261,0.049698261,0.998822936,-0.00754717,-0.005509642,-0.006369427
A102x204-4,2021,Pollen,102,,-1,FALSE,204,,4,,R103C03,,130,151,281,46.2633452,2,0.707,0.957,0.954,0.955,126,143,1,269,46.8401487,4,4,8,8,12,12,-0.576803503,0.576803503,0.987685703,0.03125,0.054421769,0.043636364
A102x204-5,2021,Pollen,102,,-1,FALSE,204,,5,,R103C03,,203,187,390,52.05128205,1,0.256,0.983,0.989,0.986,203,192,0,395,51.39240506,0,0,-5,5,-5,5,0.658876988,0.658876988,1.012820513,0,-0.026385224,-0.012738854
A102x204-6,2021,Pollen,102,,-1,FALSE,204,,6,,R103C03,,151,170,321,47.04049844,1,0.311,0.981,0.991,0.986,153,168,3,321,47.6635514,-2,2,2,2,0,0,-0.62305296,0.62305296,0.986928105,-0.013157895,0.01183432,0
A102x205A-1_m1,2021,Pollen,102,,-1,FALSE,205,A,1,m1,R155E06,,203,191,394,51.52284264,0,0,0.988,0.986,0.987,206,189,0,395,52.15189873,-3,3,2,2,-1,1,-0.629056095,0.629056095,0.987938002,-0.014669927,0.010526316,-0.002534854
A102x205A-1_m2,2021,Pollen,102,,-1,FALSE,205,A,1,m2,R155E06,,155,144,299,51.83946488,1,0.333,0.984,0.986,0.985,153,144,0,297,51.51515152,2,2,0,0,2,2,0.324313368,0.324313368,1.006295495,0.012987013,0,0.006711409
A102x205A-1_m3,2021,Pollen,102,,-1,FALSE,205,A,1,m3,R155E06,,178,176,354,50.28248588,0,0,0.99,0.987,0.988,181,187,3,368,49.18478261,-3,3,-11,11,-14,14,1.097703267,1.097703267,1.022317945,-0.016713092,-0.060606061,-0.038781163
A102x206-1,2021,Pollen,102,,-1,FALSE,206,,1,,R162C01,,157,167,324,48.45679012,0,0,0.989,0.983,0.986,156,162,0,318,49.05660377,1,1,5,5,6,6,-0.59981365,0.59981365,0.987773029,0.006389776,0.030395137,0.018691589
A102x206-2,2021,Pollen,102,,-1,FALSE,206,,2,,R162C01,,126,146,272,46.32352941,2,0.73,0.981,0.971,0.975,126,143,0,269,46.8401487,0,0,3,3,3,3,-0.516619287,0.516619287,0.988970588,0,0.020761246,0.011090573
A102x206-4,2021,Pollen,102,,-1,FALSE,206,,4,,R162C01,,122,123,245,49.79591837,2,0.81,0.964,0.954,0.959,120,118,0,238,50.42016807,2,2,5,5,7,7,-0.6242497,0.6242497,0.987619048,0.016528926,0.041493776,0.028985507
A102x206-5,2021,Pollen,102,,-1,FALSE,206,,5,,R162C01,,130,142,272,47.79411765,2,0.73,0.971,0.975,0.973,129,140,0,269,47.95539033,1,1,2,2,3,3,-0.161272688,0.161272688,0.996637027,0.007722008,0.014184397,0.011090573
A102x207-1,2021,Pollen,102,,-1,FALSE,207,,1,,R172B11,,194,162,356,54.49438202,10,2.732,0.961,0.941,0.952,209,163,0,372,56.1827957,-15,15,-1,1,-16,16,-1.688413676,1.688413676,0.969947852,-0.074441687,-0.006153846,-0.043956044
A102x207-3,2021,Pollen,102,,-1,FALSE,207,,3,,R172B11,,164,163,327,50.1529052,16,4.665,0.946,0.926,0.936,184,164,0,348,52.87356322,-20,20,-1,1,-21,21,-2.72065802,2.72065802,0.948544077,-0.114942529,-0.006116208,-0.062222222
A102x207-4,2021,Pollen,102,,-1,FALSE,207,,4,,R172B11,,177,175,352,50.28409091,6,1.676,0.966,0.963,0.965,186,177,0,363,51.23966942,-9,9,-2,2,-11,11,-0.955578512,0.955578512,0.981350806,-0.049586777,-0.011363636,-0.030769231
A102x208-1_m1,2021,Pollen,102,,-1,FALSE,208,,1,m1,R172F04,,167,157,324,51.54320988,4,1.22,0.958,0.968,0.963,162,156,0,318,50.94339623,5,5,1,1,6,6,0.59981365,0.59981365,1.01177412,0.030395137,0.006389776,0.018691589
A102x208-1_m2,2021,Pollen,102,,-1,FALSE,208,,1,m2,R172F04,,188,173,361,52.07756233,0,0,0.982,0.986,0.984,196,181,0,377,51.98938992,-8,8,-8,8,-16,16,0.088172406,0.088172406,1.001695969,-0.041666667,-0.04519774,-0.043360434
A102x208-2,2021,Pollen,102,,-1,FALSE,208,,2,,R172F04,,128,155,283,45.22968198,2,0.702,0.968,0.971,0.97,131,150,0,281,46.61921708,-3,3,5,5,2,2,-1.389535103,1.389535103,0.970193942,-0.023166023,0.032786885,0.007092199
A102x208-3,2021,Pollen,102,,-1,FALSE,208,,3,,R172F04,,147,142,289,50.8650519,2,0.687,0.974,0.982,0.978,151,141,0,292,51.71232877,-4,4,1,1,-3,3,-0.847276864,0.847276864,0.983615573,-0.026845638,0.007067138,-0.010327022
A102x209-1,2021,Pollen,102,,-1,FALSE,209,,1,,R124G09,,175,214,389,44.98714653,3,0.765,0.968,0.975,0.972,182,218,0,400,45.5,-7,7,-4,4,-11,11,-0.51285347,0.51285347,0.988728495,-0.039215686,-0.018518519,-0.027883397
A102x209-2,2021,Pollen,102,,-1,FALSE,209,,2,,R124G09,,168,189,357,47.05882353,7,1.923,0.964,0.966,0.965,180,188,0,368,48.91304348,-12,12,1,1,-11,11,-1.854219949,1.854219949,0.962091503,-0.068965517,0.00530504,-0.030344828
A102x209-3,2021,Pollen,102,,-1,FALSE,209,,3,,R124G09,,177,197,374,47.32620321,1,0.267,0.98,0.979,0.98,185,210,0,395,46.83544304,-8,8,-13,13,-21,21,0.490760171,0.490760171,1.010478393,-0.044198895,-0.063882064,-0.054616385
A102x209-4,2021,Pollen,102,,-1,FALSE,209,,4,,R124G09,,167,212,379,44.06332454,20,5.013,0.901,0.925,0.914,204,204,0,408,50,-37,37,8,8,-29,29,-5.936675462,5.936675462,0.881266491,-0.199460916,0.038461538,-0.073697586
A102x209-6,2021,Pollen,102,,-1,FALSE,209,,6,,R124G09,,116,147,263,44.10646388,10,3.663,0.944,0.936,0.94,131,132,0,263,49.80988593,-15,15,15,15,0,0,-5.703422053,5.703422053,0.885496183,-0.12145749,0.107526882,0
A102x209-7,2021,Pollen,102,,-1,FALSE,209,,7,,R124G09,,149,177,326,45.70552147,4,1.212,0.971,0.967,0.969,155,176,0,331,46.82779456,-6,6,1,1,-5,5,-1.12227309,1.12227309,0.976034039,-0.039473684,0.005665722,-0.0152207
A102x210-7,2021,Pollen,102,,-1,FALSE,210,,7,,R124G09,,184,172,356,51.68539326,3,0.836,0.977,0.977,0.977,191,173,0,364,52.47252747,-7,7,-1,1,-8,8,-0.787134214,0.787134214,0.984999118,-0.037333333,-0.005797101,-0.022222222
A102x212-1,2021,Pollen,102,,-1,FALSE,212,,1,,R140D12,,172,161,333,51.65165165,5,1.479,0.965,0.97,0.968,177,164,0,341,51.90615836,-5,5,-3,3,-8,8,-0.254506706,0.254506706,0.995096792,-0.028653295,-0.018461538,-0.023738872
A102x212-2,2021,Pollen,102,,-1,FALSE,212,,2,,R140D12,,137,140,277,49.45848375,5,1.773,0.965,0.949,0.957,138,130,0,268,51.49253731,-1,1,10,10,9,9,-2.034053559,2.034053559,0.96049809,-0.007272727,0.074074074,0.033027523
A102x212-3,2021,Pollen,102,,-1,FALSE,212,,3,,R140D12,,171,179,350,48.85714286,2,0.568,0.982,0.981,0.981,173,182,0,355,48.73239437,-2,2,-3,3,-5,5,0.124748491,0.124748491,1.002559868,-0.011627907,-0.016620499,-0.014184397
A102x212-5,2021,Pollen,102,,-1,FALSE,212,,5,,R140D12,,177,155,332,53.31325301,0,0,0.984,0.992,0.988,179,157,0,336,53.27380952,-2,2,-2,2,-4,4,0.039443488,0.039443488,1.000740392,-0.011235955,-0.012820513,-0.011976048
A102x212-6,2021,Pollen,102,,-1,FALSE,212,,6,,R140D12,,165,164,329,50.15197568,2,0.604,0.975,0.984,0.98,163,169,6,332,49.09638554,2,2,-5,5,-3,3,1.055590142,1.055590142,1.021500364,0.012195122,-0.03003003,-0.009077156
A102x212-8,2021,Pollen,102,,-1,FALSE,212,,8,,R140D12,,144,144,288,50,5,1.706,0.95,0.948,0.949,138,134,0,272,50.73529412,6,6,10,10,16,16,-0.735294118,0.735294118,0.985507246,0.042553191,0.071942446,0.057142857
A102x214-1,2021,Pollen,102,,-1,FALSE,214,,1,,R151G05,,173,164,337,51.33531157,3,0.882,0.977,0.981,0.979,176,168,0,344,51.1627907,-3,3,-4,4,-7,7,0.172520875,0.172520875,1.003371999,-0.017191977,-0.024096386,-0.020558003
A102x214-2,2021,Pollen,102,,-1,FALSE,214,,2,,R151G05,,156,165,321,48.59813084,13,3.892,0.948,0.951,0.95,170,162,0,332,51.20481928,-14,14,3,3,-11,11,-2.606688436,2.606688436,0.949092908,-0.085889571,0.018348624,-0.033690658
A102x214-3,2021,Pollen,102,,-1,FALSE,214,,3,,R151G05,,164,203,367,44.6866485,1,0.272,0.984,0.981,0.982,167,206,1,373,44.77211796,-3,3,-3,3,-6,6,-0.085469461,0.085469461,0.998091011,-0.018126888,-0.014669927,-0.016216216
A102x214-4,2021,Pollen,102,,-1,FALSE,214,,4,,R151G05,,171,148,319,53.60501567,2,0.623,0.984,0.981,0.982,173,147,0,320,54.0625,-2,2,1,1,-1,1,-0.457484326,0.457484326,0.991537862,-0.011627907,0.006779661,-0.00312989
A102x216-1,2021,Pollen,102,,-1,FALSE,216,,1,,R151G05,,188,203,391,48.08184143,3,0.761,0.979,0.979,0.979,194,200,0,394,49.23857868,-6,6,3,3,-3,3,-1.156737248,1.156737248,0.976507501,-0.031413613,0.014888337,-0.007643312
A102x216-3,2021,Pollen,102,,-1,FALSE,216,,3,,R151G05,,135,134,269,50.18587361,4,1.465,0.966,0.97,0.968,136,131,0,267,50.93632959,-1,1,3,3,2,2,-0.750455982,0.750455982,0.985266783,-0.007380074,0.022641509,0.007462687
A102x216-4,2021,Pollen,102,,-1,FALSE,216,,4,,R151G05,,143,131,274,52.18978102,5,1.792,0.963,0.956,0.96,143,130,0,273,52.38095238,0,0,1,1,1,1,-0.191171359,0.191171359,0.996350365,0,0.007662835,0.003656307
A102x219-1,2021,Pollen,102,,-1,FALSE,219,,1,,R105B06,,172,165,337,51.03857567,6,1.749,0.97,0.963,0.966,179,161,2,340,52.64705882,-7,7,4,4,-3,3,-1.608483156,1.608483156,0.969447806,-0.03988604,0.024539877,-0.008862629
A102x219-2,2021,Pollen,102,,-1,FALSE,219,,2,,R105B06,,182,135,317,57.41324921,2,0.627,0.977,0.976,0.977,185,133,3,318,58.17610063,-3,3,2,2,-1,1,-0.762851418,0.762851418,0.986887203,-0.016348774,0.014925373,-0.003149606
A102x219-3,2021,Pollen,102,,-1,FALSE,219,,3,,R105B06,,183,183,366,50,0,0,0.985,0.992,0.988,183,178,0,361,50.69252078,0,0,5,5,5,5,-0.692520776,0.692520776,0.986338798,0,0.027700831,0.013755158
A102x219-4,2021,Pollen,102,,-1,FALSE,219,,4,,R105B06,,166,153,319,52.03761755,4,1.238,0.978,0.975,0.976,169,152,0,321,52.64797508,-3,3,1,1,-2,2,-0.610357523,0.610357523,0.988406819,-0.017910448,0.006557377,-0.00625
A102x219-7,2021,Pollen,102,,-1,FALSE,219,,7,,R105B06,,147,139,286,51.3986014,0,0,0.955,0.972,0.963,138,134,0,272,50.73529412,9,9,5,5,14,14,0.663307281,0.663307281,1.013073883,0.063157895,0.036630037,0.050179211
A102x219-8,2021,Pollen,102,,-1,FALSE,219,,8,,R105B06,,172,195,367,46.86648501,10,2.653,0.94,0.956,0.949,189,209,18,398,47.48743719,-17,17,-14,14,-31,31,-0.620952172,0.620952172,0.986923864,-0.094182825,-0.069306931,-0.081045752
A102x220-2,2021,Pollen,102,,-1,FALSE,220,,2,,R21D07,,198,175,373,53.08310992,3,0.798,0.984,0.971,0.978,209,179,0,388,53.86597938,-11,11,-4,4,-15,15,-0.782869462,0.782869462,0.985466347,-0.054054054,-0.02259887,-0.039421813
A102x220-3,2021,Pollen,102,,-1,FALSE,220,,3,,R21D07,,0,348,348,0,1,0.287,0.359,0.98,0.978,,,,,,,,,,,,,,,,,
A102x220-4,2021,Pollen,102,,-1,FALSE,220,,4,,R21D07,,161,188,349,46.13180516,1,0.286,0.985,0.981,0.982,165,197,0,362,45.5801105,-4,4,-9,9,-13,13,0.55169466,0.55169466,1.012103846,-0.024539877,-0.046753247,-0.036568214
A102x220-5,2021,Pollen,102,,-1,FALSE,220,,5,,R21D07,,157,167,324,48.45679012,4,1.22,0.973,0.972,0.973,166,166,3,332,50,-9,9,1,1,-8,8,-1.543209877,1.543209877,0.969135802,-0.055727554,0.006006006,-0.024390244
A102x220-6,2021,Pollen,102,,-1,FALSE,220,,6,,R21D07,,172,196,368,46.73913043,0,0,0.994,0.987,0.99,171,201,0,372,45.96774194,1,1,-5,5,-4,4,0.771388499,0.771388499,1.016781083,0.005830904,-0.025188917,-0.010810811
A102x220-7,2021,Pollen,102,,-1,FALSE,220,,7,,R21D07,,164,164,328,50,1,0.304,0.989,0.987,0.988,165,165,0,330,50,-1,1,-1,1,-2,2,0,0,1,-0.006079027,-0.006079027,-0.006079027
A102x221-1,2021,Pollen,102,,-1,FALSE,221,,1,,R31B05,,215,196,411,52.31143552,7,1.675,0.965,0.965,0.965,237,202,1,439,53.98633257,-22,22,-6,6,-28,28,-1.674897051,1.674897051,0.968975536,-0.097345133,-0.030150754,-0.065882353
A102x221-2,2021,Pollen,102,,-1,FALSE,221,,2,,R31B05,,190,183,373,50.9383378,1,0.267,0.984,0.985,0.985,200,188,1,388,51.54639175,-10,10,-5,5,-15,15,-0.608053951,0.608053951,0.988203753,-0.051282051,-0.026954178,-0.039421813
A102x221-3,2021,Pollen,102,,-1,FALSE,221,,3,,R31B05,,149,143,292,51.02739726,6,2.013,0.95,0.953,0.951,147,133,1,280,52.5,2,2,10,10,12,12,-1.47260274,1.47260274,0.971950424,0.013513514,0.072463768,0.041958042
A102x221-4,2021,Pollen,102,,-1,FALSE,221,,4,,R31B05,,115,154,269,42.75092937,5,1.825,0.961,0.941,0.95,119,145,0,264,45.07575758,-4,4,9,9,5,5,-2.324828208,2.324828208,0.948423979,-0.034188034,0.060200669,0.018761726
A102x221-5,2021,Pollen,102,,-1,FALSE,221,,5,,R31B05,,163,193,356,45.78651685,1,0.28,0.973,0.982,0.978,164,196,1,360,45.55555556,-1,1,-3,3,-4,4,0.230961298,0.230961298,1.005069882,-0.006116208,-0.015424165,-0.011173184
A102x221-7,2021,Pollen,102,,-1,FALSE,221,,7,,R31B05,,194,192,386,50.25906736,0,0,0.985,0.984,0.985,197,200,1,397,49.62216625,-3,3,-8,8,-11,11,0.636901111,0.636901111,1.012835012,-0.015345269,-0.040816327,-0.028097063
A102x222-1,2021,Pollen,102,,-1,FALSE,222,,1,,R48D04,,149,169,318,46.85534591,11,3.343,0.958,0.947,0.952,162,171,0,333,48.64864865,-13,13,-2,2,-15,15,-1.793302737,1.793302737,0.963137666,-0.083601286,-0.011764706,-0.046082949
A102x222-2,2021,Pollen,102,,-1,FALSE,222,,2,,R48D04,,153,157,310,49.35483871,13,4.025,0.947,0.946,0.946,169,155,0,324,52.16049383,-16,16,2,2,-14,14,-2.805655117,2.805655117,0.946211109,-0.099378882,0.012820513,-0.044164038
A102x222-5,2021,Pollen,102,,-1,FALSE,222,,5,,R48D04,,139,177,316,43.98734177,5,1.558,0.964,0.974,0.969,145,178,0,323,44.89164087,-6,6,-1,1,-7,7,-0.904299095,0.904299095,0.979855958,-0.042253521,-0.005633803,-0.021909233
A102x223-2,2021,Pollen,102,,-1,FALSE,223,,2,,R98H08,,143,180,323,44.27244582,14,4.154,0.961,0.935,0.946,159,174,1,333,47.74774775,-16,16,6,6,-10,10,-3.475301927,3.475301927,0.927215375,-0.105960265,0.033898305,-0.030487805
A102x223-3,2021,Pollen,102,,-1,FALSE,223,,3,,R98H08,,189,177,366,51.63934426,15,3.937,0.941,0.944,0.942,219,184,0,403,54.34243176,-30,30,-7,7,-37,37,-2.703087499,2.703087499,0.950258253,-0.147058824,-0.038781163,-0.096228869
A102x223-4,2021,Pollen,102,,-1,FALSE,223,,4,,R98H08,,197,199,396,49.74747475,2,0.503,0.976,0.984,0.98,205,209,0,414,49.51690821,-8,8,-10,10,-18,18,0.230566535,0.230566535,1.004656319,-0.039800995,-0.049019608,-0.044444444
A102x223-5,2021,Pollen,102,,-1,FALSE,223,,5,,R98H08,,175,191,366,47.81420765,11,2.918,0.95,0.953,0.952,185,195,4,380,48.68421053,-10,10,-4,4,-14,14,-0.870002876,0.870002876,0.982129671,-0.055555556,-0.020725389,-0.037533512
A102x224-1,2021,Pollen,102,,-1,FALSE,224,,1,,R98E11,,142,150,292,48.63013699,6,2.013,0.973,0.964,0.968,145,151,2,296,48.98648649,-3,3,-1,1,-4,4,-0.3563495,0.3563495,0.992725555,-0.020905923,-0.006644518,-0.013605442
A102x224-2,2021,Pollen,102,,-1,FALSE,224,,2,,R98E11,,185,197,382,48.42931937,8,2.051,0.968,0.957,0.962,200,196,3,396,50.50505051,-15,15,1,1,-14,14,-2.075731133,2.075731133,0.958900524,-0.077922078,0.005089059,-0.035989717
A102x224-3,2021,Pollen,102,,-1,FALSE,224,,3,,R98E11,,217,177,394,55.07614213,10,2.475,0.956,0.959,0.957,228,182,0,410,55.6097561,-11,11,-5,5,-16,16,-0.533613966,0.533613966,0.99040431,-0.049438202,-0.027855153,-0.039800995
A102x224-4,2021,Pollen,102,,-1,FALSE,224,,4,,R98E11,,182,189,371,49.05660377,2,0.536,0.968,0.973,0.97,188,191,2,379,49.60422164,-6,6,-2,2,-8,8,-0.547617862,0.547617862,0.988960257,-0.032432432,-0.010526316,-0.021333333
A102x224-5,2021,Pollen,102,,-1,FALSE,224,,5,,R98E11,,166,183,349,47.56446991,5,1.412,0.967,0.967,0.967,175,181,12,356,49.15730337,-9,9,2,2,-7,7,-1.592833457,1.592833457,0.967597217,-0.052785924,0.010989011,-0.019858156
A102x224-7,2021,Pollen,102,,-1,FALSE,224,,7,,R98E11,,162,204,366,44.26229508,1,0.272,0.976,0.974,0.975,162,206,1,368,44.02173913,0,0,-2,2,-2,2,0.240555952,0.240555952,1.005464481,0,-0.009756098,-0.005449591
A102x225-1,2021,Pollen,102,,-1,FALSE,225,,1,,R72F03,,157,172,329,47.72036474,13,3.801,0.943,0.95,0.947,165,173,0,338,48.81656805,-8,8,-1,1,-9,9,-1.096203306,1.096203306,0.977544441,-0.049689441,-0.005797101,-0.026986507
A102x225-2,2021,Pollen,102,,-1,FALSE,225,,2,,R72F03,,152,151,303,50.1650165,8,2.572,0.951,0.951,0.951,163,148,0,311,52.41157556,-11,11,3,3,-8,8,-2.246559061,2.246559061,0.957136204,-0.06984127,0.02006689,-0.026058632
A102x225-3,2021,Pollen,102,,-1,FALSE,225,,3,,R72F03,,187,199,386,48.44559585,14,3.5,0.935,0.948,0.942,206,202,3,408,50.49019608,-19,19,-3,3,-22,22,-2.044600224,2.044600224,0.959505005,-0.096692112,-0.014962594,-0.055415617
A102x225-4,2021,Pollen,102,,-1,FALSE,225,,4,,R72F03,,135,197,332,40.6626506,25,7.003,0.897,0.911,0.905,171,180,9,351,48.71794872,-36,36,17,17,-19,19,-8.055298116,8.055298116,0.834654407,-0.235294118,0.090185676,-0.055636896
