EarName,Year,CrossType,EarFamily,EarSubFamily,EarPlantNumber,EarAllele,PollenFamily,PollenSubFamily,PollenPlantNumber,PollenPollinationNumber,PollenAllele,TrainingSet,PredictedFluor,PredictedNonFluor,PredictedTotal,PredictedTransmission,AmbiguousKernels,AmbiguousKernelPercentage,AverageEarScoreFluor,AverageEarScoreNonFluor,AverageEarScoreAll,ActualFluor,ActualNonFluor,ActualAmbiguous,ActualTotal,ActualTransmission,FluorKernelDiff,FluorKernelABSDiff,NonFluorKernelDiff,NonFluorKernelABSDiff,TotalKernelDiff,TotalKernelABSDiff,TransmissionDiff,TranmissionABSDiff,PredtoActTransmissionRatio,FluorPerDiff,NonFluorPerDiff,TotalPerDiff
X400x575-1m1,2018,Pollen,400,,-1,FALSE,575,,1,m1,R84A12,,180,21,201,89.55223881,1,0.495,0.979,0.773,0.957,,,,,,,,,,,,,,,,,
X400x575-2m1,2018,Pollen,400,,-1,FALSE,575,,2,m1,R84A12,,93,146,239,38.91213389,2,0.83,0.973,0.974,0.974,89,140,24,229,38.86462882,4,4,6,6,10,10,0.04750507,0.04750507,1.001222321,0.043956044,0.041958042,0.042735043
X400x576-4m1,2018,Pollen,400,,-1,FALSE,576,,4,m1,R84A12,,191,6,197,96.95431472,6,2.956,0.972,0.556,0.948,,,,,,,,,,,,,,,,,
X400x577-1m1,2018,Pollen,400,,-1,FALSE,577,,1,m1,R84A12,,157,16,173,90.75144509,4,2.26,0.963,0.637,0.927,,,,,,,,,,,,,,,,,
X400x577-3m1,2018,Pollen,400,,-1,FALSE,577,,3,m1,R84A12,TRUE,166,12,178,93.25842697,3,1.657,0.981,0.623,0.952,,,,,,,,,,,,,,,,,
X401Ex471A-2m1,2018,Pollen,401,E,-1,FALSE,471,A,2,m1,R83B04,,198,197,395,50.12658228,0,0,0.991,0.988,0.989,204,205,4,409,49.87775061,-6,6,-8,8,-14,14,0.248831667,0.248831667,1.004988831,-0.029850746,-0.039800995,-0.034825871
X401x3-2m1,2018,Pollen,401,,-1,FALSE,3,,2,m1,R95D10,,391,5,396,98.73737374,6,1.493,0.971,0.579,0.96,,,,,,,,,,,,,,,,,
X401x3-3m2,2018,Pollen,401,,-1,FALSE,3,,3,m2,R95D10,,346,4,350,98.85714286,5,1.408,0.971,0.577,0.961,,,,,,,,,,,,,,,,,
X401x3-3m3,2018,Pollen,401,,-1,FALSE,3,,3,m3,R95D10,,477,5,482,98.9626556,4,0.823,0.97,0.7,0.965,,,,,,,,,,,,,,,,,
X401x3-6m2,2018,Pollen,401,,-1,FALSE,3,,6,m2,R95D10,,229,268,497,46.07645875,0,0,0.989,0.989,0.989,235,272,3,507,46.35108481,-6,6,-4,4,-10,10,-0.27462606,0.27462606,0.994075089,-0.025862069,-0.014814815,-0.019920319
X401x3-6m3,2018,Pollen,401,,-1,FALSE,3,,6,m3,R95D10,,94,90,184,51.08695652,1,0.541,0.981,0.97,0.976,91,87,0,178,51.12359551,3,3,3,3,6,6,-0.036638984,0.036638984,0.999283325,0.032432432,0.033898305,0.033149171
X401x3-6m4,2018,Pollen,401,,-1,FALSE,3,,6,m4,R95D10,,179,242,421,42.51781473,0,0,0.986,0.984,0.985,183,251,1,434,42.16589862,-4,4,-9,9,-13,13,0.351916109,0.351916109,1.008345989,-0.022099448,-0.036511156,-0.030409357
X401x3-7m1,2018,Pollen,401,,-1,FALSE,3,,7,m1,R95D10,,427,4,431,99.07192575,1,0.231,0.979,0.752,0.976,,,,,,,,,,,,,,,,,
X401x4-1m1,2018,Pollen,401,,-1,FALSE,4,,1,m1,R95D10,,216,228,444,48.64864865,0,0,0.992,0.986,0.989,217,231,0,448,48.4375,-1,1,-3,3,-4,4,0.211148649,0.211148649,1.004359198,-0.004618938,-0.013071895,-0.00896861
X401x4-1m2,2018,Pollen,401,,-1,FALSE,4,,1,m2,R95D10,,195,224,419,46.53937947,0,0,0.984,0.982,0.983,201,224,1,425,47.29411765,-6,6,0,0,-6,6,-0.754738172,0.754738172,0.984041606,-0.03030303,0,-0.014218009
X401x4-2m2,2018,Pollen,401,,-1,FALSE,4,,2,m2,R95D10,,161,143,304,52.96052632,2,0.654,0.961,0.971,0.966,159,143,7,302,52.64900662,2,2,0,0,2,2,0.311519693,0.311519693,1.005916915,0.0125,0,0.00660066
X401x4-2m4,2018,Pollen,401,,-1,FALSE,4,,2,m4,R95D10,TRUE,176,215,391,45.01278772,0,0,0.988,0.988,0.988,178,224,0,402,44.27860697,-2,2,-9,9,-11,11,0.734180759,0.734180759,1.016580936,-0.011299435,-0.041002278,-0.027742749
X401x4-4m1,2018,Pollen,401,,-1,FALSE,4,,4,m1,R95D10,,171,198,369,46.34146341,2,0.539,0.971,0.977,0.975,175,201,0,376,46.54255319,-4,4,-3,3,-7,7,-0.201089777,0.201089777,0.995679443,-0.023121387,-0.015037594,-0.018791946
X401x4-6m1,2018,Pollen,401,,-1,FALSE,4,,6,m1,R95D10,,229,284,513,44.63937622,0,0,0.986,0.983,0.985,238,290,3,528,45.07575758,-9,9,-6,6,-15,15,-0.436381357,0.436381357,0.990318935,-0.038543897,-0.020905923,-0.028818444
X401x415-1m1,2018,Pollen,401,,-1,FALSE,415,,1,m1,R01G01,,155,167,322,48.13664596,0,0,0.979,0.985,0.982,154,172,2,326,47.2392638,1,1,-5,5,-4,4,0.897382159,0.897382159,1.018996531,0.006472492,-0.029498525,-0.012345679
X401x416-3m1,2018,Pollen,401,,-1,FALSE,416,,3,m1,R02A05,,127,197,324,39.19753086,0,0,0.982,0.985,0.984,133,206,3,339,39.23303835,-6,6,-9,9,-15,15,-0.035507484,0.035507484,0.99909496,-0.046153846,-0.044665012,-0.045248869
X401x417-2m1,2018,Pollen,401,,-1,FALSE,417,,2,m1,R02D02,,121,122,243,49.79423868,2,0.816,0.974,0.982,0.978,,,,,,,,,,,,,,,,,
X401x418-3m1,2018,Pollen,401,,-1,FALSE,418,,3,m1,R04A02,TRUE,108,120,228,47.36842105,0,0,0.989,0.983,0.986,107,118,2,225,47.55555556,1,1,2,2,3,3,-0.187134503,0.187134503,0.996064929,0.009302326,0.016806723,0.013245033
X401x419-3m1,2018,Pollen,401,,-1,FALSE,419,,3,m1,R06D07,,226,214,440,51.36363636,0,0,0.985,0.984,0.985,,,,,,,,,,,,,,,,,
X401x419-4m1,2018,Pollen,401,,-1,FALSE,419,,4,m1,R06D07,,143,129,272,52.57352941,3,1.091,0.975,0.977,0.976,,,,,,,,,,,,,,,,,
X401x420-1m1,2018,Pollen,401,,-1,FALSE,420,,1,m1,R08A07,TRUE,249,283,532,46.80451128,0,0,0.984,0.977,0.98,261,289,3,550,47.45454545,-12,12,-6,6,-18,18,-0.650034176,0.650034176,0.986301962,-0.047058824,-0.020979021,-0.033271719
X401x420-3m1,2018,Pollen,401,,-1,FALSE,420,,3,m1,R08A07,,200,247,447,44.74272931,0,0,0.985,0.984,0.985,204,247,2,451,45.23281596,-4,4,0,0,-4,4,-0.490086658,0.490086658,0.989165241,-0.01980198,0,-0.008908686
X401x420-4m1,2018,Pollen,401,,-1,FALSE,420,,4,m1,R08A07,TRUE,189,203,392,48.21428571,1,0.254,0.952,0.956,0.954,205,205,5,410,50,-16,16,-2,2,-18,18,-1.785714286,1.785714286,0.964285714,-0.081218274,-0.009803922,-0.044887781
X401x421-1m2,2018,Pollen,401,,-1,FALSE,421,,1,m2,R101B03,TRUE,116,94,210,55.23809524,0,0,0.991,0.978,0.985,116,89,2,205,56.58536585,0,0,5,5,5,5,-1.347270616,1.347270616,0.976190476,0,0.054644809,0.024096386
X401x422-4m1,2018,Pollen,401,,-1,FALSE,422,,4,m1,R102H01,,119,192,311,38.26366559,0,0,0.994,0.988,0.99,119,198,0,317,37.53943218,0,0,-6,6,-6,6,0.724233418,0.724233418,1.019292605,0,-0.030769231,-0.01910828
X401x423-1m1,2018,Pollen,401,,-1,FALSE,423,,1,m1,R103E04,,135,171,306,44.11764706,1,0.326,0.984,0.988,0.986,135,171,8,306,44.11764706,0,0,0,0,0,0,0,0,1,0,0,0
X401x424L-3m1,2018,Pollen,401,,-1,FALSE,424,L,3,m1,R105B06,,142,157,299,47.4916388,3,0.993,0.976,0.969,0.972,141,163,0,304,46.38157895,1,1,-6,6,-5,5,1.110059849,1.110059849,1.023933205,0.007067138,-0.0375,-0.016583748
X401x428-4m1,2018,Pollen,401,,-1,FALSE,428,,4,m1,R108A02,,185,178,363,50.96418733,0,0,0.993,0.988,0.99,,,,,,,,,,,,,,,,,
X401x432-2m1,2018,Pollen,401,,-1,FALSE,432,,2,m1,R23D05,,203,193,396,51.26262626,0,0,0.978,0.976,0.977,194,188,9,382,50.78534031,9,9,5,5,14,14,0.477285948,0.477285948,1.009398105,0.04534005,0.026246719,0.035989717
X401x432L-3m1,2018,Pollen,401,,-1,FALSE,432,L,3,m1,R23D05,TRUE,241,232,473,50.95137421,1,0.211,0.986,0.974,0.98,242,235,0,477,50.73375262,-1,1,-3,3,-4,4,0.217621587,0.217621587,1.004289483,-0.004140787,-0.012847966,-0.008421053
X401x433-2m1,2018,Pollen,401,,-1,FALSE,433,,2,m1,R24D03,TRUE,224,94,318,70.44025157,0,0,0.986,0.988,0.987,217,91,0,308,70.45454545,7,7,3,3,10,10,-0.014293882,0.014293882,0.999797119,0.031746032,0.032432432,0.031948882
X401x434-3m1,2018,Pollen,401,,-1,FALSE,434,,3,m1,R26G07,,156,146,302,51.65562914,0,0,0.986,0.983,0.985,155,148,1,303,51.15511551,1,1,-2,2,-1,1,0.500513628,0.500513628,1.009784234,0.006430868,-0.013605442,-0.003305785
X401x435-5m1,2018,Pollen,401,,-1,FALSE,435,,5,m1,R27E01,,201,223,424,47.40566038,0,0,0.985,0.99,0.988,208,225,2,433,48.0369515,-7,7,-2,2,-9,9,-0.631291124,0.631291124,0.986858218,-0.034229829,-0.008928571,-0.021003501
X401x436-1m1,2018,Pollen,401,,-1,FALSE,436,,1,m1,R29A11,,217,243,460,47.17391304,0,0,0.986,0.99,0.988,,,,,,,,,,,,,,,,,
X401x437-3m1,2018,Pollen,401,,-1,FALSE,437,,3,m1,R31B01,,184,206,390,47.17948718,1,0.256,0.991,0.988,0.989,185,209,10,394,46.95431472,-1,1,-3,3,-4,4,0.225172459,0.225172459,1.004795565,-0.005420054,-0.014457831,-0.010204082
X401x438-2m1,2018,Pollen,401,,-1,FALSE,438,,2,m1,R31B05,TRUE,141,168,309,45.63106796,0,0,0.993,0.993,0.993,,,,,,,,,,,,,,,,,
X401x438-4m1,2018,Pollen,401,,-1,FALSE,438,,4,m1,R31B05,,193,197,390,49.48717949,0,0,0.995,0.992,0.993,193,200,1,393,49.10941476,0,0,-3,3,-3,3,0.377764729,0.377764729,1.007692308,0,-0.01511335,-0.007662835
X401x439-1m1,2018,Pollen,401,,-1,FALSE,439,,1,m1,R31H05,,223,235,458,48.68995633,2,0.435,0.978,0.983,0.981,231,240,6,471,49.04458599,-8,8,-5,5,-13,13,-0.354629655,0.354629655,0.992769239,-0.035242291,-0.021052632,-0.027987083
X401x439-2m1,2018,Pollen,401,,-1,FALSE,439,,2,m1,R31H05,TRUE,213,234,447,47.65100671,0,0,0.982,0.988,0.985,,,,,,,,,,,,,,,,,
X401x440-2m1,2018,Pollen,401,,-1,FALSE,440,,2,m1,R33F03,TRUE,192,262,454,42.2907489,0,0,0.989,0.985,0.986,199,271,3,470,42.34042553,-7,7,-9,9,-16,16,-0.049676633,0.049676633,0.998826733,-0.035805627,-0.033771107,-0.034632035
X401x440-2m1_Demo,2018,Pollen,401,,-1,FALSE,440,D,2,m1,R33F03,,186,188,374,49.73262032,2,0.532,0.92,0.874,0.897,,,,,,,,,,,,,,,,,
X401x440-2m1_Demo2,2018,Pollen,401,,-1,FALSE,440,D,2,m1,R33F03,,183,197,380,48.15789474,2,0.524,0.913,0.866,0.888,,,,,,,,,,,,,,,,,
X401x440-3m1,2018,Pollen,401,,-1,FALSE,440,,3,m1,R33F03,,124,166,290,42.75862069,0,0,0.971,0.988,0.981,,,,,,,,,,,,,,,,,
X401x441L-3m1,2018,Pollen,401,,-1,FALSE,441,L,3,m1,R35A03,,189,163,352,53.69318182,7,1.95,0.969,0.96,0.965,,,,,,,,,,,,,,,,,
X401x442-1m1,2018,Pollen,401,,-1,FALSE,442,,1,m1,R35A08,,199,228,427,46.60421546,2,0.466,0.981,0.981,0.981,199,228,10,427,46.60421546,0,0,0,0,0,0,0,0,1,0,0,0
X401x442-2m1,2018,Pollen,401,,-1,FALSE,442,,2,m1,R35A08,TRUE,140,160,300,46.66666667,0,0,0.991,0.992,0.992,142,165,2,307,46.25407166,-2,2,-5,5,-7,7,0.412595005,0.412595005,1.008920188,-0.014184397,-0.030769231,-0.02306425
X401x445-1m1,2018,Pollen,401,,-1,FALSE,445,,1,m1,R41F01,,192,160,352,54.54545455,0,0,0.987,0.985,0.986,184,155,2,339,54.27728614,8,8,5,5,13,13,0.26816841,0.26816841,1.004940711,0.042553191,0.031746032,0.037626628
X401x445-2m1,2018,Pollen,401,,-1,FALSE,445,,2,m1,R41F01,,224,245,469,47.76119403,10,2.088,0.954,0.953,0.953,242,255,6,497,48.69215292,-18,18,-10,10,-28,28,-0.930958888,0.930958888,0.98088072,-0.077253219,-0.04,-0.057971014
X401x446-1m1,2018,Pollen,401,,-1,FALSE,446,,1,m1,R44E07,,486,4,490,99.18367347,2,0.407,0.969,0.791,0.967,,,,,,,,,,,,,,,,,
X401x459-2m1,2018,Pollen,401,,-1,FALSE,459,,2,m1,R67C09,,224,239,463,48.38012959,1,0.216,0.974,0.984,0.979,224,243,6,467,47.96573876,0,0,-4,4,-4,4,0.414390832,0.414390832,1.008639309,0,-0.01659751,-0.008602151
X401x462A-3m1,2018,Pollen,401,,-1,FALSE,462,A,3,m1,R72D11,,200,205,405,49.38271605,0,0,0.993,0.986,0.99,202,201,3,403,50.12406948,-2,2,4,4,2,2,-0.74135343,0.74135343,0.985209632,-0.009950249,0.019704433,0.004950495
X401x466-1m1,2018,Pollen,401,,-1,FALSE,466,,1,m1,R77F09,TRUE,237,222,459,51.63398693,0,0,0.985,0.986,0.986,234,226,8,460,50.86956522,3,3,-4,4,-1,1,0.764421711,0.764421711,1.015027093,0.012738854,-0.017857143,-0.002176279
X401x468A-1m1,2018,Pollen,401,,-1,FALSE,468,A,1,m1,R81E02,,166,176,342,48.5380117,6,1.724,0.938,0.951,0.945,148,181,35,329,44.98480243,18,18,-5,5,13,13,3.553209264,3.553209264,1.078986882,0.114649682,-0.028011204,0.038748137
X401x469A-2m1,2018,Pollen,401,,-1,FALSE,469,A,2,m1,R81G05,,237,211,448,52.90178571,0,0,0.986,0.984,0.985,238,217,4,455,52.30769231,-1,1,-6,6,-7,7,0.594093407,0.594093407,1.011357668,-0.004210526,-0.028037383,-0.015503876
X401x473-3m1,2018,Pollen,401,,-1,FALSE,473,,3,m1,R85A08,,229,248,477,48.00838574,5,1.037,0.965,0.963,0.964,,,,,,,,,,,,,,,,,
X401x474-2m2,2018,Pollen,401,,-1,FALSE,474,,2,m2,R87A03,,153,173,326,46.93251534,0,0,0.985,0.979,0.982,,,,,,,,,,,,,,,,,
X401x474-4m2,2018,Pollen,401,,-1,FALSE,474,,4,m2,R87A03,,273,247,520,52.5,0,0,0.988,0.98,0.984,,,,,,,,,,,,,,,,,
X401x475A-3m1,2018,Pollen,401,,-1,FALSE,475,A,3,m1,R88B08,,216,230,446,48.43049327,0,0,0.969,0.983,0.976,226,242,1,468,48.29059829,-10,10,-12,12,-22,22,0.139894983,0.139894983,1.00289694,-0.045248869,-0.050847458,-0.048140044
X401x477A-4m1,2018,Pollen,401,,-1,FALSE,477,A,4,m1,R89B08,,173,302,475,36.42105263,0,0,0.989,0.983,0.985,182,314,1,496,36.69354839,-9,9,-12,12,-21,21,-0.272495756,0.272495756,0.992573742,-0.050704225,-0.038961039,-0.043254377
X401x480A-1m1,2018,Pollen,401,,-1,FALSE,480,A,1,m1,R92A10,,230,198,428,53.73831776,6,1.382,0.976,0.965,0.971,240,200,0,440,54.54545455,-10,10,-2,2,-12,12,-0.807136788,0.807136788,0.985202492,-0.042553191,-0.010050251,-0.02764977
X401x480A-3m1,2018,Pollen,401,,-1,FALSE,480,A,3,m1,R92A10,,255,230,485,52.57731959,0,0,0.983,0.99,0.987,259,239,1,498,52.00803213,-4,4,-9,9,-13,13,0.569287459,0.569287459,1.010946145,-0.015564202,-0.038379531,-0.026449644
X401x481A-1m1,2018,Pollen,401,,-1,FALSE,481,A,1,m1,R92F08,,182,211,393,46.31043257,0,0,0.982,0.982,0.982,185,218,10,403,45.9057072,-3,3,-7,7,-10,10,0.404725374,0.404725374,1.00881645,-0.016348774,-0.032634033,-0.025125628
X401x483A-2m1,2018,Pollen,401,,-1,FALSE,483,A,2,m1,R98H08,,192,198,390,49.23076923,1,0.256,0.984,0.988,0.986,186,208,9,394,47.20812183,6,6,-10,10,-4,4,2.022647403,2.022647403,1.042845327,0.031746032,-0.049261084,-0.010204082
X401x484-3m1,2018,Pollen,401,,-1,FALSE,484,,3,m1,R98H09,,178,253,431,41.29930394,2,0.462,0.981,0.984,0.983,193,259,12,452,42.69911504,-15,15,-6,6,-21,21,-1.3998111,1.3998111,0.967216859,-0.080862534,-0.0234375,-0.047565119
X401x484-4m1,2018,Pollen,401,,-1,FALSE,484,,4,m1,R98H09,,180,215,395,45.56962025,1,0.253,0.987,0.987,0.987,,,,,,,,,,,,,,,,,
X401x484-4m3,2018,Pollen,401,,-1,FALSE,484,,4,m3,R98H09,,226,250,476,47.4789916,0,0,0.99,0.984,0.987,,,,,,,,,,,,,,,,,
X401x485-1m1,2018,Pollen,401,,-1,FALSE,485,,1,m1,R99B02,,215,209,424,50.70754717,0,0,0.991,0.988,0.99,,,,,,,,,,,,,,,,,
X401x485-3m1,2018,Pollen,401,,-1,FALSE,485,,3,m1,R99B02,,182,200,382,47.64397906,1,0.261,0.978,0.974,0.976,,,,,,,,,,,,,,,,,
X401x488-1m1,2018,Pollen,401,,-1,FALSE,488,,1,m1,R34C11,,245,248,493,49.69574037,0,0,0.977,0.986,0.982,250,248,21,498,50.20080321,-5,5,0,0,-5,5,-0.505062848,0.505062848,0.989939148,-0.02020202,0,-0.010090817
X401x489-5m1,2018,Pollen,401,,-1,FALSE,489,,5,m1,R45E04,,277,248,525,52.76190476,1,0.19,0.972,0.962,0.967,287,264,5,551,52.08711434,-10,10,-16,16,-26,26,0.674790424,0.674790424,1.012955036,-0.035460993,-0.0625,-0.048327138
X401x490-1m1,2018,Pollen,401,,-1,FALSE,490,,1,m1,R49F11,,248,297,545,45.50458716,2,0.366,0.984,0.977,0.98,264,313,8,577,45.75389948,-16,16,-16,16,-32,32,-0.249312324,0.249312324,0.994551015,-0.0625,-0.052459016,-0.057040998
X401x491-1m1,2018,Pollen,401,,-1,FALSE,491,,1,m1,R82A03,,101,224,325,31.07692308,1,0.307,0.986,0.98,0.982,,,,,,,,,,,,,,,,,
X401x491-5m1,2018,Pollen,401,,-1,FALSE,491,,5,m1,R82A03,,114,223,337,33.82789318,1,0.296,0.987,0.985,0.985,,,,,,,,,,,,,,,,,
X401x491L-2m1,2018,Pollen,401,,-1,FALSE,491,L,2,m1,R82A03,,129,245,374,34.49197861,1,0.267,0.984,0.988,0.987,,,,,,,,,,,,,,,,,
X401x492-2m1,2018,Pollen,401,,-1,FALSE,492,,2,m1,R84A12,,69,237,306,22.54901961,1,0.326,0.978,0.978,0.978,,,,,,,,,,,,,,,,,
X401x492-3m1,2018,Pollen,401,,-1,FALSE,492,,3,m1,R84A12,,76,216,292,26.02739726,3,1.017,0.972,0.977,0.976,,,,,,,,,,,,,,,,,
X401x493L-1m1,2018,Pollen,401,,-1,FALSE,493,L,1,m1,R82B10,,177,165,342,51.75438596,1,0.292,0.98,0.988,0.984,,,,,,,,,,,,,,,,,
X401x494-4m1,2018,Pollen,401,,-1,FALSE,494,,4,m1,R91F11,,150,195,345,43.47826087,0,0,0.976,0.984,0.981,147,197,7,344,42.73255814,3,3,-2,2,1,1,0.74570273,0.74570273,1.017450458,0.02020202,-0.010204082,0.002902758
X401x496-4m1,2018,Pollen,401,,-1,FALSE,496,,4,m1,R97C08,,220,197,417,52.75779376,2,0.477,0.982,0.981,0.981,,,,,,,,,,,,,,,,,
X401x502AL-1m1,2018,Pollen,401,,-1,FALSE,502,A,1,m1,R43H02,,203,159,362,56.07734807,0,0,0.992,0.988,0.99,206,165,0,371,55.52560647,-3,3,-6,6,-9,9,0.551741597,0.551741597,1.009936705,-0.014669927,-0.037037037,-0.024556617
X401x502AL-2m1,2018,Pollen,401,,-1,FALSE,502,A,2,m1,R43H02,,220,213,433,50.80831409,1,0.23,0.987,0.983,0.985,228,225,0,453,50.33112583,-8,8,-12,12,-20,20,0.47718826,0.47718826,1.009480977,-0.035714286,-0.054794521,-0.045146727
X401x503-2m1,2018,Pollen,401,,-1,FALSE,503,,2,m1,R68B05,,168,143,311,54.0192926,1,0.321,0.975,0.973,0.974,170,146,0,316,53.79746835,-2,2,-3,3,-5,5,0.22182425,0.22182425,1.004123321,-0.01183432,-0.020761246,-0.015948963
X401x503-3m1,2018,Pollen,401,,-1,FALSE,503,,3,m1,R68B05,,167,189,356,46.91011236,0,0,0.989,0.984,0.987,168,194,0,362,46.40883978,-1,1,-5,5,-6,6,0.501272581,0.501272581,1.010801231,-0.005970149,-0.026109661,-0.016713092
X401x503L-2m1,2018,Pollen,401,,-1,FALSE,503,L,2,m1,R68B05,,205,182,387,52.97157623,1,0.258,0.985,0.986,0.986,206,185,0,391,52.68542199,-1,1,-3,3,-4,4,0.286154233,0.286154233,1.005431374,-0.00486618,-0.016348774,-0.010282776
X401x504AL-2m1,2018,Pollen,401,,-1,FALSE,504,A,2,m1,R75F08,,290,256,546,53.11355311,0,0,0.985,0.983,0.984,,,,,,,,,,,,,,,,,
X401x505A-2m1,2018,Pollen,401,,-1,FALSE,505,A,2,m1,R75H02,,206,200,406,50.73891626,0,0,0.987,0.987,0.987,212,203,1,415,51.08433735,-6,6,-3,3,-9,9,-0.345421093,0.345421093,0.993238219,-0.028708134,-0.014888337,-0.021924482
X401x505AL-1m1,2018,Pollen,401,,-1,FALSE,505,A,1,m1,R75H02,,246,255,501,49.10179641,1,0.199,0.983,0.98,0.982,,,,,,,,,,,,,,,,,
X401x505AL-4m1,2018,Pollen,401,,-1,FALSE,505,A,4,m1,R75H02,TRUE,157,150,307,51.14006515,0,0,0.991,0.982,0.987,,,,,,,,,,,,,,,,,
X401x508-1m1,2018,Pollen,401,,-1,FALSE,508,,1,m1,R121G01,,210,127,337,62.31454006,0,0,0.988,0.99,0.989,,,,,,,,,,,,,,,,,
X401x508-1m2,2018,Pollen,401,,-1,FALSE,508,,1,m2,R121G01,,283,164,447,63.31096197,0,0,0.994,0.983,0.99,,,,,,,,,,,,,,,,,
X401x508-1m3,2018,Pollen,401,,-1,FALSE,508,,1,m3,R121G01,,305,128,433,70.43879908,1,0.23,0.99,0.977,0.986,,,,,,,,,,,,,,,,,
X401x508-1m4,2018,Pollen,401,,-1,FALSE,508,,1,m4,R121G01,,242,121,363,66.66666667,0,0,0.986,0.99,0.987,,,,,,,,,,,,,,,,,
X401x511-3m2,2018,Pollen,401,,-1,FALSE,511,,3,m2,R174H06,,147,237,384,38.28125,0,0,0.989,0.982,0.985,149,243,1,392,38.01020408,-2,2,-6,6,-8,8,0.271045918,0.271045918,1.007130872,-0.013513514,-0.025,-0.020618557
X401x513-1m1(573-1m1),2018,Pollen,401,,-1,FALSE,513,,1,m1,R96E03,,211,219,430,49.06976744,0,0,0.989,0.989,0.989,215,225,4,440,48.86363636,-4,4,-6,6,-10,10,0.206131078,0.206131078,1.004218496,-0.018779343,-0.027027027,-0.022988506
X401x513-2m1,2018,Pollen,401,,-1,FALSE,513,,2,m1,R96E03,TRUE,255,266,521,48.94433781,1,0.192,0.98,0.984,0.982,252,269,7,521,48.36852207,3,3,-3,3,0,0,0.575815739,0.575815739,1.011904762,0.01183432,-0.011214953,0
X401x513-3m1,2018,Pollen,401,,-1,FALSE,513,,3,m1,R96E03,,239,276,515,46.40776699,0,0,0.99,0.981,0.985,252,289,0,541,46.58040665,-13,13,-13,13,-26,26,-0.172639664,0.172639664,0.996293728,-0.052953157,-0.046017699,-0.049242424
X401x514-1m1,2018,Pollen,401,,-1,FALSE,514,,1,m1,R01F02,TRUE,277,268,545,50.82568807,0,0,0.989,0.981,0.985,,,,,,,,,,,,,,,,,
X401x515-3m2,2018,Pollen,401,,-1,FALSE,515,,3,m2,R02D11,,209,229,438,47.71689498,1,0.228,0.979,0.983,0.981,,,,,,,,,,,,,,,,,
X401x516-1m1,2018,Pollen,401,,-1,FALSE,516,,1,m1,R02H02,,211,209,420,50.23809524,0,0,0.993,0.993,0.993,215,213,0,428,50.23364486,-4,4,-4,4,-8,8,0.004450378,0.004450378,1.000088594,-0.018779343,-0.018957346,-0.018867925
X401x516L-2m1,2018,Pollen,401,,-1,FALSE,516,L,2,m1,R02H02,,241,261,502,48.00796813,2,0.397,0.988,0.982,0.985,246,266,6,512,48.046875,-5,5,-5,5,-10,10,-0.038906873,0.038906873,0.999190231,-0.020533881,-0.018975332,-0.019723866
X401x516L-3m1,2018,Pollen,401,,-1,FALSE,516,L,3,m1,R02H02,,180,226,406,44.33497537,0,0,0.986,0.989,0.987,191,231,3,422,45.26066351,-11,11,-5,5,-16,16,-0.925688138,0.925688138,0.979547623,-0.059299191,-0.021881838,-0.038647343
X401x517-1m1,2018,Pollen,401,,-1,FALSE,517,,1,m1,R22A03,,139,194,333,41.74174174,1,0.299,0.988,0.985,0.987,140,199,3,339,41.2979351,-1,1,-5,5,-6,6,0.443806638,0.443806638,1.010746461,-0.007168459,-0.025445293,-0.017857143
X401x518-2m1,2018,Pollen,401,,-1,FALSE,518,,2,m1,R41A12,,210,196,406,51.72413793,1,0.246,0.991,0.987,0.989,,,,,,,,,,,,,,,,,
X401x519-2m1,2018,Pollen,401,,-1,FALSE,519,,2,m1,R98E11,,205,248,453,45.25386313,0,0,0.994,0.991,0.992,214,254,2,468,45.72649573,-9,9,-6,6,-15,15,-0.472632592,0.472632592,0.989663923,-0.042959427,-0.023904382,-0.03257329
X401x519-3m1,2018,Pollen,401,,-1,FALSE,519,,3,m1,R98E11,,254,213,467,54.38972163,0,0,0.987,0.988,0.987,264,224,10,488,54.09836066,-10,10,-11,11,-21,21,0.291360972,0.291360972,1.005385763,-0.038610039,-0.050343249,-0.043979058
X401x520-1m1,2018,Pollen,401,,-1,FALSE,520,,1,m1,R45E04,TRUE,171,151,322,53.10559006,0,0,0.993,0.986,0.99,173,152,0,325,53.23076923,-2,2,-1,1,-3,3,-0.125179169,0.125179169,0.997648368,-0.011627907,-0.00660066,-0.00927357
X401x520-2m1,2018,Pollen,401,,-1,FALSE,520,,2,m1,R45E04,,191,202,393,48.60050891,0,0,0.986,0.984,0.985,191,203,1,394,48.47715736,0,0,-1,1,-1,1,0.123351545,0.123351545,1.002544529,0,-0.004938272,-0.002541296
X401x521-1m1,2018,Pollen,401,,-1,FALSE,521,,1,m1,R82B10,,177,218,395,44.81012658,0,0,0.993,0.982,0.987,,,,,,,,,,,,,,,,,
X401x521-4m1,2018,Pollen,401,,-1,FALSE,521,,4,m1,R82B10,,130,134,264,49.24242424,1,0.377,0.966,0.959,0.963,,,,,,,,,,,,,,,,,
X401x522-1m1,2018,Pollen,401,,-1,FALSE,522,,1,m1,R91F11,,193,178,371,52.02156334,1,0.269,0.982,0.982,0.982,,,,,,,,,,,,,,,,,
